ID,DATETIME,rho,X
100009187,2021-01-17 19:00:00,ENTITY02,24
100009188,2021-01-17 20:00:00,ENTITY02,12
100009189,2021-01-17 21:00:00,ENTITY02,18
100009190,2021-01-17 22:00:00,ENTITY02,99
100009191,2021-01-17 23:00:00,ENTITY02,22
100009192,2021-01-18 00:00:00,ENTITY02,15
100009193,2021-01-18 01:00:00,ENTITY02,38
100009194,2021-01-18 02:00:00,ENTITY02,17
100009195,2021-01-18 03:00:00,ENTITY02,44
100009196,2021-01-18 04:00:00,ENTITY02,78
100009197,2021-01-18 05:00:00,ENTITY02,94
100009198,2021-01-18 06:00:00,ENTITY02,23
100009199,2021-01-18 07:00:00,ENTITY02,32
100009200,2021-01-18 08:00:00,ENTITY02,66
100009201,2021-01-18 09:00:00,ENTITY02,42
100009202,2021-01-18 10:00:00,ENTITY02,19
100009203,2021-01-18 11:00:00,ENTITY02,86
100009204,2021-01-18 12:00:00,ENTITY02,5
100009205,2021-01-18 13:00:00,ENTITY02,14
100009206,2021-01-18 14:00:00,ENTITY02,93
100009207,2021-01-18 15:00:00,ENTITY02,23
100009208,2021-01-18 16:00:00,ENTITY02,73
100009209,2021-01-18 17:00:00,ENTITY02,36
100009210,2021-01-18 18:00:00,ENTITY02,32
100009211,2021-01-18 19:00:00,ENTITY02,59
100009212,2021-01-18 20:00:00,ENTITY02,71
100009213,2021-01-18 21:00:00,ENTITY02,35
100009214,2021-01-18 22:00:00,ENTITY02,80
100009215,2021-01-18 23:00:00,ENTITY02,24
100009216,2021-01-19 00:00:00,ENTITY02,5
100009217,2021-01-19 01:00:00,ENTITY02,94
100009218,2021-01-19 02:00:00,ENTITY02,77
100009219,2021-01-19 03:00:00,ENTITY02,74
100009220,2021-01-19 04:00:00,ENTITY02,42
100009221,2021-01-19 05:00:00,ENTITY02,38
100009222,2021-01-19 06:00:00,ENTITY02,53
100009223,2021-01-19 07:00:00,ENTITY02,25
100009224,2021-01-19 08:00:00,ENTITY02,70
100009225,2021-01-19 09:00:00,ENTITY02,1
100009226,2021-01-19 10:00:00,ENTITY02,70
100009227,2021-01-19 11:00:00,ENTITY02,73
100009228,2021-01-19 12:00:00,ENTITY02,39
100009229,2021-01-19 13:00:00,ENTITY02,58
100009230,2021-01-19 14:00:00,ENTITY02,23
100009231,2021-01-19 15:00:00,ENTITY02,67
100009232,2021-01-19 16:00:00,ENTITY02,73
100009233,2021-01-19 17:00:00,ENTITY02,51
100009234,2021-01-19 18:00:00,ENTITY02,29
100009235,2021-01-19 19:00:00,ENTITY02,75
100009236,2021-01-19 20:00:00,ENTITY02,39
100009237,2021-01-19 21:00:00,ENTITY02,98
100009238,2021-01-19 22:00:00,ENTITY02,2
100009239,2021-01-19 23:00:00,ENTITY02,37
100009240,2021-01-20 00:00:00,ENTITY02,70
100009241,2021-01-20 01:00:00,ENTITY02,32
100009242,2021-01-20 02:00:00,ENTITY02,78
100009243,2021-01-20 03:00:00,ENTITY02,61
100009244,2021-01-20 04:00:00,ENTITY02,65
100009245,2021-01-20 05:00:00,ENTITY02,55
100009246,2021-01-20 06:00:00,ENTITY02,87
100009247,2021-01-20 07:00:00,ENTITY02,57
100009248,2021-01-20 08:00:00,ENTITY02,95
100009249,2021-01-20 09:00:00,ENTITY02,45
100009250,2021-01-20 10:00:00,ENTITY02,4
100009251,2021-01-20 11:00:00,ENTITY02,13
100009252,2021-01-20 12:00:00,ENTITY02,95
100009253,2021-01-20 13:00:00,ENTITY02,0
100009254,2021-01-20 14:00:00,ENTITY02,99
100009255,2021-01-20 15:00:00,ENTITY02,86
100009256,2021-01-20 16:00:00,ENTITY02,9
100009257,2021-01-20 17:00:00,ENTITY02,86
100009258,2021-01-20 18:00:00,ENTITY02,8
100009259,2021-01-20 19:00:00,ENTITY02,37
100009260,2021-01-20 20:00:00,ENTITY02,74
100009261,2021-01-20 21:00:00,ENTITY02,28
100009262,2021-01-20 22:00:00,ENTITY02,38
100009263,2021-01-20 23:00:00,ENTITY02,20
100009264,2021-01-21 00:00:00,ENTITY02,76
100009265,2021-01-21 01:00:00,ENTITY02,23
100009266,2021-01-21 02:00:00,ENTITY02,47
100009267,2021-01-21 03:00:00,ENTITY02,85
100009268,2021-01-21 04:00:00,ENTITY02,90
100009269,2021-01-21 05:00:00,ENTITY02,15
100009270,2021-01-21 06:00:00,ENTITY02,7
100009271,2021-01-21 07:00:00,ENTITY02,44
100009272,2021-01-21 08:00:00,ENTITY02,22
100009273,2021-01-21 09:00:00,ENTITY02,27
100009274,2021-01-21 10:00:00,ENTITY02,56
100009275,2021-01-21 11:00:00,ENTITY02,82
100009276,2021-01-21 12:00:00,ENTITY02,98
100009277,2021-01-21 13:00:00,ENTITY02,83
100009278,2021-01-21 14:00:00,ENTITY02,81
100009279,2021-01-21 15:00:00,ENTITY02,33
100009280,2021-01-21 16:00:00,ENTITY02,74
100009281,2021-01-21 17:00:00,ENTITY02,2
100009282,2021-01-21 18:00:00,ENTITY02,25
100009283,2021-01-21 19:00:00,ENTITY02,74
100009284,2021-01-21 20:00:00,ENTITY02,74
100009285,2021-01-21 21:00:00,ENTITY02,73
100009286,2021-01-21 22:00:00,ENTITY02,64
100009287,2021-01-21 23:00:00,ENTITY02,62
100009288,2021-01-22 00:00:00,ENTITY02,5
100009289,2021-01-22 01:00:00,ENTITY02,40
100009290,2021-01-22 02:00:00,ENTITY02,4
100009291,2021-01-22 03:00:00,ENTITY02,73
100009292,2021-01-22 04:00:00,ENTITY02,78
100009293,2021-01-22 05:00:00,ENTITY02,80
100009294,2021-01-22 06:00:00,ENTITY02,48
100009295,2021-01-22 07:00:00,ENTITY02,18
100009296,2021-01-22 08:00:00,ENTITY02,44
100009297,2021-01-22 09:00:00,ENTITY02,89
100009298,2021-01-22 10:00:00,ENTITY02,91
100009299,2021-01-22 11:00:00,ENTITY02,31
100009300,2021-01-22 12:00:00,ENTITY02,8
100009301,2021-01-22 13:00:00,ENTITY02,42
100009302,2021-01-22 14:00:00,ENTITY02,92
100009303,2021-01-22 15:00:00,ENTITY02,13
100009304,2021-01-22 16:00:00,ENTITY02,41
100009305,2021-01-22 17:00:00,ENTITY02,7
100009306,2021-01-22 18:00:00,ENTITY02,19
100009307,2021-01-22 19:00:00,ENTITY02,82
100009308,2021-01-22 20:00:00,ENTITY02,7
100009309,2021-01-22 21:00:00,ENTITY02,13
100009310,2021-01-22 22:00:00,ENTITY02,19
100009311,2021-01-22 23:00:00,ENTITY02,21
100009312,2021-01-23 00:00:00,ENTITY02,26
100009313,2021-01-23 01:00:00,ENTITY02,57
100009314,2021-01-23 02:00:00,ENTITY02,89
100009315,2021-01-23 03:00:00,ENTITY02,95
100009316,2021-01-23 04:00:00,ENTITY02,68
100009317,2021-01-23 05:00:00,ENTITY02,10
100009318,2021-01-23 06:00:00,ENTITY02,26
100009319,2021-01-23 07:00:00,ENTITY02,81
100009320,2021-01-23 08:00:00,ENTITY02,18
100009321,2021-01-23 09:00:00,ENTITY02,68
100009322,2021-01-23 10:00:00,ENTITY02,89
100009323,2021-01-23 11:00:00,ENTITY02,18
100009324,2021-01-23 12:00:00,ENTITY02,94
100009325,2021-01-23 13:00:00,ENTITY02,27
100009326,2021-01-23 14:00:00,ENTITY02,79
100009327,2021-01-23 15:00:00,ENTITY02,25
100009328,2021-01-23 16:00:00,ENTITY02,92
100009329,2021-01-23 17:00:00,ENTITY02,73
100009330,2021-01-23 18:00:00,ENTITY02,24
100009331,2021-01-23 19:00:00,ENTITY02,95
100009332,2021-01-23 20:00:00,ENTITY02,58
100009333,2021-01-23 21:00:00,ENTITY02,24
100009334,2021-01-23 22:00:00,ENTITY02,54
100009335,2021-01-23 23:00:00,ENTITY02,13
100009336,2021-01-24 00:00:00,ENTITY02,41
100009337,2021-01-24 01:00:00,ENTITY02,10
100009338,2021-01-24 02:00:00,ENTITY02,31
100009339,2021-01-24 03:00:00,ENTITY02,69
100009340,2021-01-24 04:00:00,ENTITY02,99
100009341,2021-01-24 05:00:00,ENTITY02,67
100009342,2021-01-24 06:00:00,ENTITY02,47
100009343,2021-01-24 07:00:00,ENTITY02,77
100009344,2021-01-24 08:00:00,ENTITY02,9
100009345,2021-01-24 09:00:00,ENTITY02,42
100009346,2021-01-24 10:00:00,ENTITY02,39
100009347,2021-01-24 11:00:00,ENTITY02,26
100009348,2021-01-24 12:00:00,ENTITY02,51
100009349,2021-01-24 13:00:00,ENTITY02,26
100009350,2021-01-24 14:00:00,ENTITY02,91
100009351,2021-01-24 15:00:00,ENTITY02,78
100009352,2021-01-24 16:00:00,ENTITY02,2
100009353,2021-01-24 17:00:00,ENTITY02,24
100009354,2021-01-24 18:00:00,ENTITY02,26
100009355,2021-01-24 19:00:00,ENTITY02,95
100009356,2021-01-24 20:00:00,ENTITY02,15
100009357,2021-01-24 21:00:00,ENTITY02,40
100009358,2021-01-24 22:00:00,ENTITY02,18
100009359,2021-01-24 23:00:00,ENTITY02,26
100009360,2021-01-25 00:00:00,ENTITY02,92
100009361,2021-01-25 01:00:00,ENTITY02,69
100009362,2021-01-25 02:00:00,ENTITY02,74
100009363,2021-01-25 03:00:00,ENTITY02,35
100009364,2021-01-25 04:00:00,ENTITY02,15
100009365,2021-01-25 05:00:00,ENTITY02,27
100009366,2021-01-25 06:00:00,ENTITY02,36
100009367,2021-01-25 07:00:00,ENTITY02,93
100009368,2021-01-25 08:00:00,ENTITY02,77
100009369,2021-01-25 09:00:00,ENTITY02,27
100009370,2021-01-25 10:00:00,ENTITY02,77
100009371,2021-01-25 11:00:00,ENTITY02,20
100009372,2021-01-25 12:00:00,ENTITY02,15
100009373,2021-01-25 13:00:00,ENTITY02,42
100009374,2021-01-25 14:00:00,ENTITY02,72
100009375,2021-01-25 15:00:00,ENTITY02,22
100009376,2021-01-25 16:00:00,ENTITY02,61
100009377,2021-01-25 17:00:00,ENTITY02,13
100009378,2021-01-25 18:00:00,ENTITY02,89
100009379,2021-01-25 19:00:00,ENTITY02,69
100009380,2021-01-25 20:00:00,ENTITY02,18
100009381,2021-01-25 21:00:00,ENTITY02,21
100009382,2021-01-25 22:00:00,ENTITY02,32
100009383,2021-01-25 23:00:00,ENTITY02,26
100009384,2021-01-26 00:00:00,ENTITY02,25
100009385,2021-01-26 01:00:00,ENTITY02,37
100009386,2021-01-26 02:00:00,ENTITY02,2
100009387,2021-01-26 03:00:00,ENTITY02,27
100009388,2021-01-26 04:00:00,ENTITY02,20
100009389,2021-01-26 05:00:00,ENTITY02,82
100009390,2021-01-26 06:00:00,ENTITY02,22
100009391,2021-01-26 07:00:00,ENTITY02,8
100009392,2021-01-26 08:00:00,ENTITY02,9
100009393,2021-01-26 09:00:00,ENTITY02,5
100009394,2021-01-26 10:00:00,ENTITY02,17
100009395,2021-01-26 11:00:00,ENTITY02,95
100009396,2021-01-26 12:00:00,ENTITY02,59
100009397,2021-01-26 13:00:00,ENTITY02,71
100009398,2021-01-26 14:00:00,ENTITY02,44
100009399,2021-01-26 15:00:00,ENTITY02,64
100009400,2021-01-26 16:00:00,ENTITY02,13
100009401,2021-01-26 17:00:00,ENTITY02,51
100009402,2021-01-26 18:00:00,ENTITY02,2
100009403,2021-01-26 19:00:00,ENTITY02,76
100009404,2021-01-26 20:00:00,ENTITY02,20
100009405,2021-01-26 21:00:00,ENTITY02,2
100009406,2021-01-26 22:00:00,ENTITY02,53
100009407,2021-01-26 23:00:00,ENTITY02,93
100009408,2021-01-27 00:00:00,ENTITY02,70
100009409,2021-01-27 01:00:00,ENTITY02,16
100009410,2021-01-27 02:00:00,ENTITY02,35
100009411,2021-01-27 03:00:00,ENTITY02,45
100009412,2021-01-27 04:00:00,ENTITY02,37
100009413,2021-01-27 05:00:00,ENTITY02,9
100009414,2021-01-27 06:00:00,ENTITY02,83
100009415,2021-01-27 07:00:00,ENTITY02,46
100009416,2021-01-27 08:00:00,ENTITY02,14
100009417,2021-01-27 09:00:00,ENTITY02,39
100009418,2021-01-27 10:00:00,ENTITY02,10
100009419,2021-01-27 11:00:00,ENTITY02,78
100009420,2021-01-27 12:00:00,ENTITY02,61
100009421,2021-01-27 13:00:00,ENTITY02,3
100009422,2021-01-27 14:00:00,ENTITY02,66
100009423,2021-01-27 15:00:00,ENTITY02,23
100009424,2021-01-27 16:00:00,ENTITY02,4
100009425,2021-01-27 17:00:00,ENTITY02,2
100009426,2021-01-27 18:00:00,ENTITY02,66
100009427,2021-01-27 19:00:00,ENTITY02,27
100009428,2021-01-27 20:00:00,ENTITY02,26
100009429,2021-01-27 21:00:00,ENTITY02,91
100009430,2021-01-27 22:00:00,ENTITY02,80
100009431,2021-01-27 23:00:00,ENTITY02,32
100009432,2021-01-28 00:00:00,ENTITY02,3
100009433,2021-01-28 01:00:00,ENTITY02,91
100009434,2021-01-28 02:00:00,ENTITY02,73
100009435,2021-01-28 03:00:00,ENTITY02,55
100009436,2021-01-28 04:00:00,ENTITY02,47
100009437,2021-01-28 05:00:00,ENTITY02,85
100009438,2021-01-28 06:00:00,ENTITY02,49
100009439,2021-01-28 07:00:00,ENTITY02,81
100009440,2021-01-28 08:00:00,ENTITY02,43
100009441,2021-01-28 09:00:00,ENTITY02,34
100009442,2021-01-28 10:00:00,ENTITY02,45
100009443,2021-01-28 11:00:00,ENTITY02,11
100009444,2021-01-28 12:00:00,ENTITY02,26
100009445,2021-01-28 13:00:00,ENTITY02,28
100009446,2021-01-28 14:00:00,ENTITY02,86
100009447,2021-01-28 15:00:00,ENTITY02,67
100009448,2021-01-28 16:00:00,ENTITY02,57
100009449,2021-01-28 17:00:00,ENTITY02,71
100009450,2021-01-28 18:00:00,ENTITY02,26
100009451,2021-01-28 19:00:00,ENTITY02,28
100009452,2021-01-28 20:00:00,ENTITY02,0
100009453,2021-01-28 21:00:00,ENTITY02,44
100009454,2021-01-28 22:00:00,ENTITY02,21
100009455,2021-01-28 23:00:00,ENTITY02,61
100009456,2021-01-29 00:00:00,ENTITY02,94
100009457,2021-01-29 01:00:00,ENTITY02,66
100009458,2021-01-29 02:00:00,ENTITY02,5
100009459,2021-01-29 03:00:00,ENTITY02,12
100009460,2021-01-29 04:00:00,ENTITY02,24
100009461,2021-01-29 05:00:00,ENTITY02,25
100009462,2021-01-29 06:00:00,ENTITY02,15
100009463,2021-01-29 07:00:00,ENTITY02,52
100009464,2021-01-29 08:00:00,ENTITY02,60
100009465,2021-01-29 09:00:00,ENTITY02,34
100009466,2021-01-29 10:00:00,ENTITY02,98
100009467,2021-01-29 11:00:00,ENTITY02,82
100009468,2021-01-29 12:00:00,ENTITY02,17
100009469,2021-01-29 13:00:00,ENTITY02,22
100009470,2021-01-29 14:00:00,ENTITY02,24
100009471,2021-01-29 15:00:00,ENTITY02,1
100009472,2021-01-29 16:00:00,ENTITY02,55
100009473,2021-01-29 17:00:00,ENTITY02,30
100009474,2021-01-29 18:00:00,ENTITY02,40
100009475,2021-01-29 19:00:00,ENTITY02,81
100009476,2021-01-29 20:00:00,ENTITY02,82
100009477,2021-01-29 21:00:00,ENTITY02,99
100009478,2021-01-29 22:00:00,ENTITY02,4
100009479,2021-01-29 23:00:00,ENTITY02,50
100009480,2021-01-30 00:00:00,ENTITY02,10
100009481,2021-01-30 01:00:00,ENTITY02,35
100009482,2021-01-30 02:00:00,ENTITY02,26
100009483,2021-01-30 03:00:00,ENTITY02,30
100009484,2021-01-30 04:00:00,ENTITY02,69
100009485,2021-01-30 05:00:00,ENTITY02,91
100009486,2021-01-30 06:00:00,ENTITY02,46
100009487,2021-01-30 07:00:00,ENTITY02,48
100009488,2021-01-30 08:00:00,ENTITY02,92
100009489,2021-01-30 09:00:00,ENTITY02,44
100009490,2021-01-30 10:00:00,ENTITY02,58
100009491,2021-01-30 11:00:00,ENTITY02,75
100009492,2021-01-30 12:00:00,ENTITY02,19
100009493,2021-01-30 13:00:00,ENTITY02,82
100009494,2021-01-30 14:00:00,ENTITY02,87
100009495,2021-01-30 15:00:00,ENTITY02,93
100009496,2021-01-30 16:00:00,ENTITY02,88
100009497,2021-01-30 17:00:00,ENTITY02,49
100009498,2021-01-30 18:00:00,ENTITY02,15
100009499,2021-01-30 19:00:00,ENTITY02,11
100009500,2021-01-30 20:00:00,ENTITY02,29
100009501,2021-01-30 21:00:00,ENTITY02,63
100009502,2021-01-30 22:00:00,ENTITY02,89
100009503,2021-01-30 23:00:00,ENTITY02,61
100009504,2021-01-31 00:00:00,ENTITY02,79
100009505,2021-01-31 01:00:00,ENTITY02,55
100009506,2021-01-31 02:00:00,ENTITY02,48
100009507,2021-01-31 03:00:00,ENTITY02,77
100009508,2021-01-31 04:00:00,ENTITY02,78
100009509,2021-01-31 05:00:00,ENTITY02,49
100009510,2021-01-31 06:00:00,ENTITY02,67
100009511,2021-01-31 07:00:00,ENTITY02,97
100009512,2021-01-31 08:00:00,ENTITY02,72
100009513,2021-01-31 09:00:00,ENTITY02,37
100009514,2021-01-31 10:00:00,ENTITY02,18
100009515,2021-01-31 11:00:00,ENTITY02,66
100009516,2021-01-31 12:00:00,ENTITY02,13
100009517,2021-01-31 13:00:00,ENTITY02,77
100009518,2021-01-31 14:00:00,ENTITY02,49
100009519,2021-01-31 15:00:00,ENTITY02,59
100009520,2021-01-31 16:00:00,ENTITY02,78
100009521,2021-01-31 17:00:00,ENTITY02,16
100009522,2021-01-31 18:00:00,ENTITY02,50
100009523,2021-01-31 19:00:00,ENTITY02,9
100009524,2021-01-31 20:00:00,ENTITY02,55
100009525,2021-01-31 21:00:00,ENTITY02,2
100009526,2021-01-31 22:00:00,ENTITY02,86
100009527,2021-01-31 23:00:00,ENTITY02,85
100009528,2021-02-01 00:00:00,ENTITY02,88
100009529,2021-02-01 01:00:00,ENTITY02,17
100009530,2021-02-01 02:00:00,ENTITY02,85
100009531,2021-02-01 03:00:00,ENTITY02,54
100009532,2021-02-01 04:00:00,ENTITY02,65
100009533,2021-02-01 05:00:00,ENTITY02,58
100009534,2021-02-01 06:00:00,ENTITY02,82
100009535,2021-02-01 07:00:00,ENTITY02,35
100009536,2021-02-01 08:00:00,ENTITY02,7
100009537,2021-02-01 09:00:00,ENTITY02,37
100009538,2021-02-01 10:00:00,ENTITY02,35
100009539,2021-02-01 11:00:00,ENTITY02,71
100009540,2021-02-01 12:00:00,ENTITY02,55
100009541,2021-02-01 13:00:00,ENTITY02,60
100009542,2021-02-01 14:00:00,ENTITY02,74
100009543,2021-02-01 15:00:00,ENTITY02,36
100009544,2021-02-01 16:00:00,ENTITY02,96
100009545,2021-02-01 17:00:00,ENTITY02,48
100009546,2021-02-01 18:00:00,ENTITY02,25
100009547,2021-02-01 19:00:00,ENTITY02,74
100009548,2021-02-01 20:00:00,ENTITY02,28
100009549,2021-02-01 21:00:00,ENTITY02,60
100009550,2021-02-01 22:00:00,ENTITY02,94
100009551,2021-02-01 23:00:00,ENTITY02,54
100009552,2021-02-02 00:00:00,ENTITY02,42
100009553,2021-02-02 01:00:00,ENTITY02,59
100009554,2021-02-02 02:00:00,ENTITY02,93
100009555,2021-02-02 03:00:00,ENTITY02,44
100009556,2021-02-02 04:00:00,ENTITY02,0
100009557,2021-02-02 05:00:00,ENTITY02,53
100009558,2021-02-02 06:00:00,ENTITY02,29
100009559,2021-02-02 07:00:00,ENTITY02,66
100009560,2021-02-02 08:00:00,ENTITY02,34
100009561,2021-02-02 09:00:00,ENTITY02,25
100009562,2021-02-02 10:00:00,ENTITY02,49
100009563,2021-02-02 11:00:00,ENTITY02,41
100009564,2021-02-02 12:00:00,ENTITY02,45
100009565,2021-02-02 13:00:00,ENTITY02,29
100009566,2021-02-02 14:00:00,ENTITY02,89
100009567,2021-02-02 15:00:00,ENTITY02,58
100009568,2021-02-02 16:00:00,ENTITY02,79
100009569,2021-02-02 17:00:00,ENTITY02,91
100009570,2021-02-02 18:00:00,ENTITY02,5
100009571,2021-02-02 19:00:00,ENTITY02,67
100009572,2021-02-02 20:00:00,ENTITY02,91
100009573,2021-02-02 21:00:00,ENTITY02,73
100009574,2021-02-02 22:00:00,ENTITY02,98
100009575,2021-02-02 23:00:00,ENTITY02,24
100009576,2021-02-03 00:00:00,ENTITY02,72
100009577,2021-02-03 01:00:00,ENTITY02,7
100009578,2021-02-03 02:00:00,ENTITY02,0
100009579,2021-02-03 03:00:00,ENTITY02,82
100009580,2021-02-03 04:00:00,ENTITY02,78
100009581,2021-02-03 05:00:00,ENTITY02,1
100009582,2021-02-03 06:00:00,ENTITY02,82
100009583,2021-02-03 07:00:00,ENTITY02,59
100009584,2021-02-03 08:00:00,ENTITY02,89
100009585,2021-02-03 09:00:00,ENTITY02,92
100009586,2021-02-03 10:00:00,ENTITY02,0
100009587,2021-02-03 11:00:00,ENTITY02,0
100009588,2021-02-03 12:00:00,ENTITY02,73
100009589,2021-02-03 13:00:00,ENTITY02,75
100009590,2021-02-03 14:00:00,ENTITY02,73
100009591,2021-02-03 15:00:00,ENTITY02,3
100009592,2021-02-03 16:00:00,ENTITY02,52
100009593,2021-02-03 17:00:00,ENTITY02,34
100009594,2021-02-03 18:00:00,ENTITY02,92
100009595,2021-02-03 19:00:00,ENTITY02,40
100009596,2021-02-03 20:00:00,ENTITY02,46
100009597,2021-02-03 21:00:00,ENTITY02,26
100009598,2021-02-03 22:00:00,ENTITY02,55
100009599,2021-02-03 23:00:00,ENTITY02,0
100009600,2021-02-04 00:00:00,ENTITY02,99
100009601,2021-02-04 01:00:00,ENTITY02,84
100009602,2021-02-04 02:00:00,ENTITY02,62
100009603,2021-02-04 03:00:00,ENTITY02,3
100009604,2021-02-04 04:00:00,ENTITY02,58
100009605,2021-02-04 05:00:00,ENTITY02,73
100009606,2021-02-04 06:00:00,ENTITY02,71
100009607,2021-02-04 07:00:00,ENTITY02,96
100009608,2021-02-04 08:00:00,ENTITY02,76
100009609,2021-02-04 09:00:00,ENTITY02,95
100009610,2021-02-04 10:00:00,ENTITY02,0
100009611,2021-02-04 11:00:00,ENTITY02,66
100009612,2021-02-04 12:00:00,ENTITY02,54
100009613,2021-02-04 13:00:00,ENTITY02,27
100009614,2021-02-04 14:00:00,ENTITY02,12
100009615,2021-02-04 15:00:00,ENTITY02,77
100009616,2021-02-04 16:00:00,ENTITY02,40
100009617,2021-02-04 17:00:00,ENTITY02,55
100009618,2021-02-04 18:00:00,ENTITY02,48
100009619,2021-02-04 19:00:00,ENTITY02,75
100009620,2021-02-04 20:00:00,ENTITY02,78
100009621,2021-02-04 21:00:00,ENTITY02,30
100009622,2021-02-04 22:00:00,ENTITY02,50
100009623,2021-02-04 23:00:00,ENTITY02,2
100009624,2021-02-05 00:00:00,ENTITY02,57
100009625,2021-02-05 01:00:00,ENTITY02,74
100009626,2021-02-05 02:00:00,ENTITY02,2
100009627,2021-02-05 03:00:00,ENTITY02,85
100009628,2021-02-05 04:00:00,ENTITY02,58
100009629,2021-02-05 05:00:00,ENTITY02,79
100009630,2021-02-05 06:00:00,ENTITY02,70
100009631,2021-02-05 07:00:00,ENTITY02,82
100009632,2021-02-05 08:00:00,ENTITY02,60
100009633,2021-02-05 09:00:00,ENTITY02,7
100009634,2021-02-05 10:00:00,ENTITY02,70
100009635,2021-02-05 11:00:00,ENTITY02,4
100009636,2021-02-05 12:00:00,ENTITY02,60
100009637,2021-02-05 13:00:00,ENTITY02,36
100009638,2021-02-05 14:00:00,ENTITY02,56
100009639,2021-02-05 15:00:00,ENTITY02,64
100009640,2021-02-05 16:00:00,ENTITY02,44
100009641,2021-02-05 17:00:00,ENTITY02,0
100009642,2021-02-05 18:00:00,ENTITY02,58
100009643,2021-02-05 19:00:00,ENTITY02,11
100009644,2021-02-05 20:00:00,ENTITY02,65
100009645,2021-02-05 21:00:00,ENTITY02,54
100009646,2021-02-05 22:00:00,ENTITY02,70
100009647,2021-02-05 23:00:00,ENTITY02,6
100009648,2021-02-06 00:00:00,ENTITY02,35
100009649,2021-02-06 01:00:00,ENTITY02,16
100009650,2021-02-06 02:00:00,ENTITY02,48
100009651,2021-02-06 03:00:00,ENTITY02,61
100009652,2021-02-06 04:00:00,ENTITY02,9
100009653,2021-02-06 05:00:00,ENTITY02,33
100009654,2021-02-06 06:00:00,ENTITY02,17
100009655,2021-02-06 07:00:00,ENTITY02,66
100009656,2021-02-06 08:00:00,ENTITY02,71
100009657,2021-02-06 09:00:00,ENTITY02,10
100009658,2021-02-06 10:00:00,ENTITY02,95
100009659,2021-02-06 11:00:00,ENTITY02,18
100009660,2021-02-06 12:00:00,ENTITY02,67
100009661,2021-02-06 13:00:00,ENTITY02,23
100009662,2021-02-06 14:00:00,ENTITY02,4
100009663,2021-02-06 15:00:00,ENTITY02,72
100009664,2021-02-06 16:00:00,ENTITY02,64
100009665,2021-02-06 17:00:00,ENTITY02,79
100009666,2021-02-06 18:00:00,ENTITY02,26
100009667,2021-02-06 19:00:00,ENTITY02,57
100009668,2021-02-06 20:00:00,ENTITY02,61
100009669,2021-02-06 21:00:00,ENTITY02,5
100009670,2021-02-06 22:00:00,ENTITY02,53
100009671,2021-02-06 23:00:00,ENTITY02,31
100009672,2021-02-07 00:00:00,ENTITY02,78
100009673,2021-02-07 01:00:00,ENTITY02,16
100009674,2021-02-07 02:00:00,ENTITY02,22
100009675,2021-02-07 03:00:00,ENTITY02,60
100009676,2021-02-07 04:00:00,ENTITY02,89
100009677,2021-02-07 05:00:00,ENTITY02,21
100009678,2021-02-07 06:00:00,ENTITY02,32
100009679,2021-02-07 07:00:00,ENTITY02,0
100009680,2021-02-07 08:00:00,ENTITY02,78
100009681,2021-02-07 09:00:00,ENTITY02,38
100009682,2021-02-07 10:00:00,ENTITY02,74
100009683,2021-02-07 11:00:00,ENTITY02,79
100009684,2021-02-07 12:00:00,ENTITY02,64
100009685,2021-02-07 13:00:00,ENTITY02,12
100009686,2021-02-07 14:00:00,ENTITY02,78
100009687,2021-02-07 15:00:00,ENTITY02,60
100009688,2021-02-07 16:00:00,ENTITY02,61
100009689,2021-02-07 17:00:00,ENTITY02,25
100009690,2021-02-07 18:00:00,ENTITY02,74
100009691,2021-02-07 19:00:00,ENTITY02,70
100009692,2021-02-07 20:00:00,ENTITY02,15
100009693,2021-02-07 21:00:00,ENTITY02,77
100009694,2021-02-07 22:00:00,ENTITY02,79
100009695,2021-02-07 23:00:00,ENTITY02,64
100009696,2021-02-08 00:00:00,ENTITY02,77
100009697,2021-02-08 01:00:00,ENTITY02,52
100009698,2021-02-08 02:00:00,ENTITY02,83
100009699,2021-02-08 03:00:00,ENTITY02,18
100009700,2021-02-08 04:00:00,ENTITY02,63
100009701,2021-02-08 05:00:00,ENTITY02,75
100009702,2021-02-08 06:00:00,ENTITY02,74
100009703,2021-02-08 07:00:00,ENTITY02,6
100009704,2021-02-08 08:00:00,ENTITY02,89
100009705,2021-02-08 09:00:00,ENTITY02,65
100009706,2021-02-08 10:00:00,ENTITY02,55
100009707,2021-02-08 11:00:00,ENTITY02,40
100009708,2021-02-08 12:00:00,ENTITY02,4
100009709,2021-02-08 13:00:00,ENTITY02,51
100009710,2021-02-08 14:00:00,ENTITY02,37
100009711,2021-02-08 15:00:00,ENTITY02,21
100009712,2021-02-08 16:00:00,ENTITY02,87
100009713,2021-02-08 17:00:00,ENTITY02,67
100009714,2021-02-08 18:00:00,ENTITY02,49
100009715,2021-02-08 19:00:00,ENTITY02,85
100009716,2021-02-08 20:00:00,ENTITY02,86
100009717,2021-02-08 21:00:00,ENTITY02,35
100009718,2021-02-08 22:00:00,ENTITY02,82
100009719,2021-02-08 23:00:00,ENTITY02,53
100009720,2021-02-09 00:00:00,ENTITY02,46
100009721,2021-02-09 01:00:00,ENTITY02,45
100009722,2021-02-09 02:00:00,ENTITY02,73
100009723,2021-02-09 03:00:00,ENTITY02,93
